SalesOrderID,OrderDate,ShipDate,ShipMethod,CustomerID,CustomerName,Segment,CountryRegion,City,Province,PostalCode,Territory,ProductName,SubCategory,Category,Qty,UnitPrice,Sales,Discount,ProductCost,TotalCost,Profit
55265,10/1/2003,10/8/2003,CARGO TRANSPORT 5,41,,Shop,United States,Milpitas,California,95035,Southwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,2.994,2.994,0,1.8663,1.8663,1.1277
55265,10/1/2003,10/8/2003,CARGO TRANSPORT 5,41,,Shop,United States,Milpitas,California,95035,Southwest,AWC Logo Cap,Caps,Clothing,5,5.394,26.97,0,6.9223,34.6115,-7.6415
55265,10/1/2003,10/8/2003,CARGO TRANSPORT 5,41,,Shop,United States,Milpitas,California,95035,Southwest,Road-750 Black 48,Road Bikes,Bikes,4,323.994,1295.976,0,343.6496,1374.5984,-78.6224
55266,10/1/2003,10/8/2003,CARGO TRANSPORT 5,480,,Shop,Canada,Mississauga,Ontario,L5B 3V4,Canada,AWC Logo Cap,Caps,Clothing,3,5.394,16.182,0,6.9223,20.7669,-4.5849
55266,10/1/2003,10/8/2003,CARGO TRANSPORT 5,480,,Shop,Canada,Mississauga,Ontario,L5B 3V4,Canada,Road-750 Black 48,Road Bikes,Bikes,1,323.994,323.994,0,343.6496,343.6496,-19.6556
55266,10/1/2003,10/8/2003,CARGO TRANSPORT 5,480,,Shop,Canada,Mississauga,Ontario,L5B 3V4,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,5,2.994,14.97,0,1.8663,9.3315,5.6385
55268,10/1/2003,10/8/2003,CARGO TRANSPORT 5,196,,Shop,United Kingdom,Milton Keynes,England,MK8 8ZD,United Kingdom,AWC Logo Cap,Caps,Clothing,16,4.9445,75.1564,0.05,6.9223,110.7568,-35.6004
55268,10/1/2003,10/8/2003,CARGO TRANSPORT 5,196,,Shop,United Kingdom,Milton Keynes,England,MK8 8ZD,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,4,2.994,11.976,0,1.8663,7.4652,4.5108
55269,10/1/2003,10/8/2003,CARGO TRANSPORT 5,290,,Shop,United States,Bellingham,Washington,98225,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,10,2.994,29.94,0,1.8663,18.663,11.277
55269,10/1/2003,10/8/2003,CARGO TRANSPORT 5,290,,Shop,United States,Bellingham,Washington,98225,Northwest,Road-750 Black 48,Road Bikes,Bikes,8,323.994,2591.952,0,343.6496,2749.1968,-157.2448
55269,10/1/2003,10/8/2003,CARGO TRANSPORT 5,290,,Shop,United States,Bellingham,Washington,98225,Northwest,AWC Logo Cap,Caps,Clothing,6,5.394,32.364,0,6.9223,41.5338,-9.1698
55270,10/1/2003,10/8/2003,CARGO TRANSPORT 5,232,,Shop,United Kingdom,Basingstoke Hants,England,RG24 8PL,United Kingdom,AWC Logo Cap,Caps,Clothing,7,5.394,37.758,0,6.9223,48.4561,-10.6981
55270,10/1/2003,10/8/2003,CARGO TRANSPORT 5,232,,Shop,United Kingdom,Basingstoke Hants,England,RG24 8PL,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,5,2.994,14.97,0,1.8663,9.3315,5.6385
55275,10/1/2003,10/8/2003,CARGO TRANSPORT 5,245,,Shop,Canada,Brossard,Quebec,J4Z 1R4,Canada,Mountain-200 Black 46,Mountain Bikes,Bikes,4,1376.994,5507.976,0,1251.9813,5007.9252,500.0508
55277,10/1/2003,10/8/2003,CARGO TRANSPORT 5,506,,Shop,United States,Casper,Wyoming,82601,Northwest,Mountain-200 Black 46,Mountain Bikes,Bikes,7,1376.994,9638.958,0,1251.9813,8763.8691,875.0889
55279,10/1/2003,10/8/2003,CARGO TRANSPORT 5,153,,Shop,United States,Clearwater,Florida,33755,Southeast,Road-750 Black 48,Road Bikes,Bikes,1,323.994,323.994,0,343.6496,343.6496,-19.6556
55280,10/1/2003,10/8/2003,CARGO TRANSPORT 5,227,,Shop,Canada,Toronto,Ontario,M4B 1V5,Canada,Road-750 Black 48,Road Bikes,Bikes,5,323.994,1619.97,0,343.6496,1718.248,-98.278
55281,10/1/2003,10/8/2003,CARGO TRANSPORT 5,117,,Shop,United States,Suwanee,Georgia,30024,Southeast,Road-750 Black 48,Road Bikes,Bikes,1,323.994,323.994,0,343.6496,343.6496,-19.6556
55282,10/1/2003,10/8/2003,CARGO TRANSPORT 5,599,,Shop,United States,Sand City,California,93955,Southwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,7,2.994,20.958,0,1.8663,13.0641,7.8939
55282,10/1/2003,10/8/2003,CARGO TRANSPORT 5,599,,Shop,United States,Sand City,California,93955,Southwest,AWC Logo Cap,Caps,Clothing,4,5.394,21.576,0,6.9223,27.6892,-6.1132
55283,10/1/2003,10/8/2003,CARGO TRANSPORT 5,442,,Shop,Canada,Toronto,Ontario,M4B 1V5,Canada,Mountain-200 Black 46,Mountain Bikes,Bikes,3,1376.994,4130.982,0,1251.9813,3755.9439,375.0381
55287,10/1/2003,10/8/2003,CARGO TRANSPORT 5,119,,Shop,Canada,Pnot-Rouge,Quebec,J1E 2T7,Canada,Mountain-200 Black 46,Mountain Bikes,Bikes,2,1376.994,2753.988,0,1251.9813,2503.9626,250.0254
55288,10/1/2003,10/8/2003,CARGO TRANSPORT 5,286,,Shop,United Kingdom,Reading,England,RG7 5H7,United Kingdom,Road-750 Black 48,Road Bikes,Bikes,1,323.994,323.994,0,343.6496,343.6496,-19.6556
55293,10/1/2003,10/8/2003,CARGO TRANSPORT 5,86,,Shop,Germany,Essen,Hamburg,45001,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3,2.994,8.982,0,1.8663,5.5989,3.3831
55294,10/1/2003,10/8/2003,CARGO TRANSPORT 5,660,,Shop,United States,Howell,Michigan,48843,Central,AWC Logo Cap,Caps,Clothing,10,5.394,53.94,0,6.9223,69.223,-15.283
55294,10/1/2003,10/8/2003,CARGO TRANSPORT 5,660,,Shop,United States,Howell,Michigan,48843,Central,Water Bottle - 30 oz.,Bottles and Cages,Accessories,8,2.994,23.952,0,1.8663,14.9304,9.0216
55295,10/1/2003,10/8/2003,CARGO TRANSPORT 5,668,,Shop,United States,Kelso,Washington,98626,Northwest,Road-750 Black 48,Road Bikes,Bikes,3,323.994,971.982,0,343.6496,1030.9488,-58.9668
55295,10/1/2003,10/8/2003,CARGO TRANSPORT 5,668,,Shop,United States,Kelso,Washington,98626,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3,2.994,8.982,0,1.8663,5.5989,3.3831
55297,10/1/2003,10/8/2003,CARGO TRANSPORT 5,496,,Shop,Canada,Edmonton,Alberta,T5,Canada,AWC Logo Cap,Caps,Clothing,8,5.394,43.152,0,6.9223,55.3784,-12.2264
55297,10/1/2003,10/8/2003,CARGO TRANSPORT 5,496,,Shop,Canada,Edmonton,Alberta,T5,Canada,Mountain-200 Black 46,Mountain Bikes,Bikes,5,1376.994,6884.97,0,1251.9813,6259.9065,625.0635
55297,10/1/2003,10/8/2003,CARGO TRANSPORT 5,496,,Shop,Canada,Edmonton,Alberta,T5,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,4,2.994,11.976,0,1.8663,7.4652,4.5108
55301,10/1/2003,10/8/2003,CARGO TRANSPORT 5,414,,Shop,United States,Daleville,Indiana,47334,Northeast,AWC Logo Cap,Caps,Clothing,11,5.2142,56.209076,0.02,6.9223,76.1453,-19.936224
55301,10/1/2003,10/8/2003,CARGO TRANSPORT 5,414,,Shop,United States,Daleville,Indiana,47334,Northeast,Mountain-200 Black 46,Mountain Bikes,Bikes,1,1376.994,1376.994,0,1251.9813,1251.9813,125.0127
55301,10/1/2003,10/8/2003,CARGO TRANSPORT 5,414,,Shop,United States,Daleville,Indiana,47334,Northeast,Water Bottle - 30 oz.,Bottles and Cages,Accessories,9,2.994,26.946,0,1.8663,16.7967,10.1493
55302,10/1/2003,10/8/2003,CARGO TRANSPORT 5,431,,Shop,United States,Holland,Michigan,49423,Central,Water Bottle - 30 oz.,Bottles and Cages,Accessories,4,2.994,11.976,0,1.8663,7.4652,4.5108
55302,10/1/2003,10/8/2003,CARGO TRANSPORT 5,431,,Shop,United States,Holland,Michigan,49423,Central,Road-750 Black 48,Road Bikes,Bikes,4,323.994,1295.976,0,343.6496,1374.5984,-78.6224
55302,10/1/2003,10/8/2003,CARGO TRANSPORT 5,431,,Shop,United States,Holland,Michigan,49423,Central,AWC Logo Cap,Caps,Clothing,4,5.394,21.576,0,6.9223,27.6892,-6.1132
55303,10/1/2003,10/8/2003,CARGO TRANSPORT 5,166,,Shop,United States,Garland,Texas,75040,Southwest,Road-750 Black 48,Road Bikes,Bikes,10,323.994,3239.94,0,343.6496,3436.496,-196.556
55309,10/1/2003,10/8/2003,CARGO TRANSPORT 5,320,,Shop,Germany,Frankfurt am Main,Hamburg,60082,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,10,2.994,29.94,0,1.8663,18.663,11.277
55309,10/1/2003,10/8/2003,CARGO TRANSPORT 5,320,,Shop,Germany,Frankfurt am Main,Hamburg,60082,Germany,AWC Logo Cap,Caps,Clothing,8,5.394,43.152,0,6.9223,55.3784,-12.2264
55310,10/1/2003,10/8/2003,CARGO TRANSPORT 5,292,,Shop,United States,Houston,Texas,77003,Southwest,AWC Logo Cap,Caps,Clothing,4,5.394,21.576,0,6.9223,27.6892,-6.1132
55311,10/1/2003,10/8/2003,CARGO TRANSPORT 5,139,,Shop,France,Colombes,Hauts de Seine,92700,France,Road-750 Black 48,Road Bikes,Bikes,9,323.994,2915.946,0,343.6496,3092.8464,-176.9004
55311,10/1/2003,10/8/2003,CARGO TRANSPORT 5,139,,Shop,France,Colombes,Hauts de Seine,92700,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,12,2.8942,34.035792,0.02,1.8663,22.3956,11.640192
55311,10/1/2003,10/8/2003,CARGO TRANSPORT 5,139,,Shop,France,Colombes,Hauts de Seine,92700,France,AWC Logo Cap,Caps,Clothing,4,5.394,21.576,0,6.9223,27.6892,-6.1132
55313,10/1/2003,10/8/2003,CARGO TRANSPORT 5,404,,Shop,United States,Crossville,Tennessee,38555,Southeast,Road-750 Black 48,Road Bikes,Bikes,1,323.994,323.994,0,343.6496,343.6496,-19.6556
55322,10/1/2003,10/8/2003,CARGO TRANSPORT 5,221,,Shop,United States,Las Cruces,New Mexico,88001,Southwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,4,2.994,11.976,0,1.8663,7.4652,4.5108
55322,10/1/2003,10/8/2003,CARGO TRANSPORT 5,221,,Shop,United States,Las Cruces,New Mexico,88001,Southwest,Road-750 Black 48,Road Bikes,Bikes,6,323.994,1943.964,0,343.6496,2061.8976,-117.9336
55322,10/1/2003,10/8/2003,CARGO TRANSPORT 5,221,,Shop,United States,Las Cruces,New Mexico,88001,Southwest,AWC Logo Cap,Caps,Clothing,19,4.9445,89.248225,0.05,6.9223,131.5237,-42.275475
55323,10/1/2003,10/8/2003,CARGO TRANSPORT 5,538,,Shop,United Kingdom,London,England,E17 6JF,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,10,2.994,29.94,0,1.8663,18.663,11.277
55323,10/1/2003,10/8/2003,CARGO TRANSPORT 5,538,,Shop,United Kingdom,London,England,E17 6JF,United Kingdom,AWC Logo Cap,Caps,Clothing,12,5.2142,61.318992,0.02,6.9223,83.0676,-21.748608
55323,10/1/2003,10/8/2003,CARGO TRANSPORT 5,538,,Shop,United Kingdom,London,England,E17 6JF,United Kingdom,Road-750 Black 48,Road Bikes,Bikes,3,323.994,971.982,0,343.6496,1030.9488,-58.9668
55324,10/1/2003,10/8/2003,CARGO TRANSPORT 5,523,,Shop,United States,Longmont,Colorado,80501,Central,Water Bottle - 30 oz.,Bottles and Cages,Accessories,20,2.7445,52.1455,0.05,1.8663,37.326,14.8195
55324,10/1/2003,10/8/2003,CARGO TRANSPORT 5,523,,Shop,United States,Longmont,Colorado,80501,Central,AWC Logo Cap,Caps,Clothing,7,5.394,37.758,0,6.9223,48.4561,-10.6981
55324,10/1/2003,10/8/2003,CARGO TRANSPORT 5,523,,Shop,United States,Longmont,Colorado,80501,Central,Road-750 Black 48,Road Bikes,Bikes,9,323.994,2915.946,0,343.6496,3092.8464,-176.9004
55328,10/1/2003,10/8/2003,CARGO TRANSPORT 5,81,,Shop,United States,Miami,Florida,33127,Southeast,Water Bottle - 30 oz.,Bottles and Cages,Accessories,8,2.994,23.952,0,1.8663,14.9304,9.0216
55328,10/1/2003,10/8/2003,CARGO TRANSPORT 5,81,,Shop,United States,Miami,Florida,33127,Southeast,Road-750 Black 48,Road Bikes,Bikes,4,323.994,1295.976,0,343.6496,1374.5984,-78.6224
55328,10/1/2003,10/8/2003,CARGO TRANSPORT 5,81,,Shop,United States,Miami,Florida,33127,Southeast,AWC Logo Cap,Caps,Clothing,4,5.394,21.576,0,6.9223,27.6892,-6.1132
55331,10/1/2003,10/8/2003,CARGO TRANSPORT 5,494,,Shop,United States,Miami,Florida,33127,Southeast,Mountain-200 Black 46,Mountain Bikes,Bikes,1,1376.994,1376.994,0,1251.9813,1251.9813,125.0127
55333,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,12640,Angel Richardson,Individu,United Kingdom,Billericay,England,CM11,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55334,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,21220,Meghan Moyer,Individu,Australia,St. Leonards,New South Wales,2065,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55335,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,11458,Bianca Liu,Individu,Australia,Springwood,New South Wales,2777,Australia,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55335,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,11458,Bianca Liu,Individu,Australia,Springwood,New South Wales,2777,Australia,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55339,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,19604,Wendy Blanco,Individu,Australia,North Ryde,New South Wales,2113,Australia,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55339,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,19604,Wendy Blanco,Individu,Australia,North Ryde,New South Wales,2113,Australia,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55342,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,11287,Henry Garcia,Individu,Canada,Cliffside,British Columbia,V8Y 1L1,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55343,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,28054,Carol Cox,Individu,United States,Redwood City,California,94063,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55344,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,25005,Brianna Williams,Individu,United States,Lebanon,Oregon,97355,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55345,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,24944,Whitney Garcia,Individu,United States,Berkeley,California,94704,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55345,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,24944,Whitney Garcia,Individu,United States,Berkeley,California,94704,Southwest,HL Road Tire,Tires and Tubes,Accessories,1,32.6,32.6,0,12.1924,12.1924,20.4076
55346,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,26688,Brittney Xu,Individu,United States,Bremerton,Washington,98312,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55347,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,25065,Thomas Henderson,Individu,United States,Seattle,Washington,98104,Northwest,HL Road Tire,Tires and Tubes,Accessories,1,32.6,32.6,0,12.1924,12.1924,20.4076
55347,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,25065,Thomas Henderson,Individu,United States,Seattle,Washington,98104,Northwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55348,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,21307,Olivia Jones,Individu,United States,El Cajon,California,92020,Southwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55348,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,21307,Olivia Jones,Individu,United States,El Cajon,California,92020,Southwest,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55351,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,17693,Justin Jenkins,Individu,United States,Redmond,Washington,98052,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55351,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,17693,Justin Jenkins,Individu,United States,Redmond,Washington,98052,Northwest,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55352,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,15307,Jennifer Garcia,Individu,United States,Los Angeles,California,90012,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55353,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,18637,Thomas Sharma,Individu,Canada,Metchosin,British Columbia,V9,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55354,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,20594,Arthur Torres,Individu,France,Lieusaint,Seine et Marne,77127,France,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55355,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,12838,Ralph Beck,Individu,Germany,Neunkirchen,Saarland,66578,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55356,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,19929,Dale Chander,Individu,France,Les Ulis,Essonne,91940,France,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55357,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,23976,Rachael Arun,Individu,United Kingdom,London,England,EC1R 0DU,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55358,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,23966,Grant Sharma,Individu,United Kingdom,Lancaster,England,LA1 1LN,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55359,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,19252,Jasmine Brooks,Individu,France,Paris,Seine (Paris),75007,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55361,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,20949,Sandra Liang,Individu,United Kingdom,Cheltenham,England,GL50,United Kingdom,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55362,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,28543,Roger Ye,Individu,Germany,München,Nordrhein-Westfalen,80074,Germany,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55363,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,20731,Andre Kovár,Individu,Germany,Kassel,Hessen,34117,Germany,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55364,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,12465,Cassandra Patel,Individu,United Kingdom,Gloucestershire,England,GL7 1RY,United Kingdom,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55365,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,25638,Dale Tang,Individu,France,Cergy,Val d'Oise,95000,France,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55366,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,13788,Kari Fernandez,Individu,United Kingdom,Birmingham,England,B29 6SL,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55367,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,17642,Gregory Luo,Individu,United Kingdom,London,England,SW6 SBY,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55367,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,17642,Gregory Luo,Individu,United Kingdom,London,England,SW6 SBY,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55367,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,17642,Gregory Luo,Individu,United Kingdom,London,England,SW6 SBY,United Kingdom,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55368,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,12896,Victoria Wood,Individu,United States,Corvallis,Oregon,97330,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55369,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,12433,Antonio Price,Individu,United States,San Gabriel,California,91776,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55370,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,11566,April Shan,Individu,France,Cergy,Val d'Oise,95000,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55372,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,29179,Patricia Mehta,Individu,Australia,Warrnambool,Victoria,3280,Australia,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55376,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,25382,Richard Hughes,Individu,United States,Concord,California,94519,Southwest,Touring Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55378,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,20062,Russell Carson,Individu,Germany,Stuttgart,Saarland,70452,Germany,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55379,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,11484,Erick Sai,Individu,Germany,Neunkirchen,Saarland,66578,Germany,Road-750 Black 48,Road Bikes,Bikes,1,539.99,539.99,0,343.6496,343.6496,196.3404
55380,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,26222,Carolyn Madan,Individu,United Kingdom,London,England,W1Y 3RA,United Kingdom,Road-750 Black 48,Road Bikes,Bikes,1,539.99,539.99,0,343.6496,343.6496,196.3404
55381,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,21090,Thomas Garcia,Individu,France,Villeneuve-d'Ascq,Nord,59491,France,Road-750 Black 48,Road Bikes,Bikes,1,539.99,539.99,0,343.6496,343.6496,196.3404
55382,10/1/2003,10/8/2003,XRQ - TRUCK GROUND,15626,Eduardo White,Individu,Germany,Bottrop,Nordrhein-Westfalen,46236,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55385,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,11331,Samantha Jenkins,Individu,Canada,Shawnee,British Columbia,V8Z 4N5,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55386,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,12345,Alison Raje,Individu,Australia,Townsville,Queensland,4810,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55388,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,16679,Amber Carter,Individu,Australia,Melbourne,Victoria,3000,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55390,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,22208,Candice Liang,Individu,Australia,Rhodes,New South Wales,2138,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55391,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,22844,Marie Arun,Individu,Australia,Springwood,New South Wales,2777,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55392,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,17063,Jaclyn Wang,Individu,Australia,Silverwater,New South Wales,2264,Australia,AWC Logo Cap,Caps,Clothing,1,8.99,8.99,0,6.9223,6.9223,2.0677
55399,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,15652,Barbara Wang,Individu,United Kingdom,Berks,England,SL4 1RH,United Kingdom,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
55400,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,11255,Colin Lin,Individu,United States,Burien,Washington,98168,Northwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55402,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,26792,Casey Torres,Individu,United States,Berkeley,California,94704,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55404,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,24933,Regina Sanchez,Individu,United States,Burbank,California,91502,Southwest,HL Road Tire,Tires and Tubes,Accessories,1,32.6,32.6,0,12.1924,12.1924,20.4076
55405,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,14353,Erin Reed,Individu,Canada,Vancouver,British Columbia,V7L 4J4,Canada,HL Road Tire,Tires and Tubes,Accessories,1,32.6,32.6,0,12.1924,12.1924,20.4076
55405,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,14353,Erin Reed,Individu,Canada,Vancouver,British Columbia,V7L 4J4,Canada,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55406,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,24395,Alison Raji,Individu,United States,Concord,California,94519,Southwest,HL Road Tire,Tires and Tubes,Accessories,1,32.6,32.6,0,12.1924,12.1924,20.4076
55406,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,24395,Alison Raji,Individu,United States,Concord,California,94519,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1,3.99,3.99,0,1.4923,1.4923,2.4977
55409,10/2/2003,10/9/2003,XRQ - TRUCK GROUND,23862,Rebekah Kapoor,Individu,United States,Concord,California,94519,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1,4.99,4.99,0,1.8663,1.8663,3.1237
